Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Weight Rank,Color Rank,Brand Rank,Operating System Rank,Memory Speed Rank,Screen Size Rank,Storage Rank
Dell Inspiron 3520,3.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,Grey,dell,23292,512,2,4,4,2,3,3,3,3,3,3
Casper Nirvana X600 1270,1.5,Shared,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,26499,1024,3,3,2,3,2,3,1,2,2,3
Lenovo Thinkpad E14 Gen,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,14.0,3200,Black,lenovo,39300,512,2,2,3,3,2,4,4,4,4,3
Dell Gaming G15 5530,3.0,Nvidia GeForce RTX 4060,Ubuntu,32,Intel Core i7,15.6,4800,Black,dell,57772,1024,3,3,3,2,2,2,4,3,4,2
Dell Vostro 3530,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,dell,24799,1024,3,3,2,2,2,3,2,3,3,3
Asus Vivobook 15 X1504Va,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,19199,512,4,3,5,3,2,2,3,4,4,2
Lenovo Ideapad Slim 3 15Iah8,1.0,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,15.6,4800,Grey,lenovo,17149,512,4,3,4,3,2,3,1,3,3,4
Asus Vivobook 15 13,1.5,Intel Iris Xe Graphics,Windows 11 Home,24,Intel Core i7,15.6,3200,Metallic Grey,asus,30379,1024,4,3,3,2,4,3,4,2,2,2
Dell Vostro 3520,1.5,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,2666,Grey,dell,16624,512,3,4,3,3,2,3,3,3,3,3
Casper Excalibur G870 1245,3.0,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,28499,1024,4,2,1,2,2,2,3,3,4,4
Hp Envy X360,1.0,Intel Graphics,Windows 11 Home,16,Intel Core Ultra 5,16.0,6400,Grey,hp,35997,512,3,4,4,2,2,3,3,4,3,2
Lenovo Ideapad Slim 3 12,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,512,3,3,1,2,3,3,4,4,3,3
Monster Abra A5 V20,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,monster,52099,1024,4,3,2,3,3,2,3,4,3,2
Asus X1504Za Nj547W,1.5,Intel Iris Xe Graphics,Windows 11 Home,8,Intel Core i5,15.6,3200,Blue,asus,16682,512,5,4,3,4,3,2,3,3,4,4
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,53984,2048,2,5,2,3,3,4,1,2,3,3
Monster Abra A7 V15,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,17.3,3200,Black,monster,36099,500,3,2,2,2,1,3,1,4,2,3
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,lenovo,21999,512,2,3,2,4,2,2,3,3,2,4
Lenovo V15 G3,3.0,AMD Radeon Graphics,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,20889,512,1,4,1,2,3,3,4,5,2,3
Msi Titan 18 Hx,3.0,Nvidia GeForce RTX 5090,Windows 11 Pro,96,Intel Core Ultra 9,18.0,6400,Black,msi,341499,6144,2,3,2,3,3,2,3,3,3,2
Casper Excalibur G870 1270,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,49167,1024,3,3,2,3,2,2,4,4,3,3
Monster Huma H5 V4,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,28999,500,4,2,3,4,4,3,2,3,2,4
Dell 3530,1.0,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,21853,512,3,3,5,3,3,3,3,3,2,3
Hp 450 G8,1.5,Intel HD Graphics,Windows 10 Pro,4,Intel Core i3,15.6,2666,Silver,hp,14085,256,3,1,3,3,3,2,4,3,3,2
Asus Vivobook 15 X1504Va,3.0,Intel Iris Graphics,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,asus,29499,1024,3,1,4,4,3,2,2,3,3,2
Lenovo Legion 9,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,5600,Black,lenovo,229999,2048,3,3,4,2,3,2,2,3,2,2
Hp Probook 450 G9,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Silver,hp,37770,1024,1,4,2,3,2,3,4,2,3,2
Lenovo V15 G3,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,30379,1024,3,1,4,4,3,4,3,3,3,2
Acer Nitro 5 Nh,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,29999,1024,4,3,2,3,3,3,4,3,3,3
Hp Victus 16 S0022Nt,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,39999,512,3,2,3,3,3,3,4,3,3,1
Lenovo E15 21E6006Ytx,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,lenovo,31360,512,2,3,4,3,2,3,3,4,2,2
Dell Latitude 3540 N032L354015Wp,1.5,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Dark Grey,dell,34572,512,3,2,3,3,3,3,3,4,1,3
Lenovo V15 G3,1.5,Shared,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,21326,512,2,4,3,3,2,2,3,4,1,2
Asus Tuf Gaming A15,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,15.6,4800,Black,asus,48193,512,2,3,5,2,3,2,3,5,3,3
Asus Vivobook 15 X1504Za,1.5,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Navy Blue,asus,25999,2048,1,3,3,3,2,2,3,3,3,3
Dell Latitude 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Black,dell,42194,512,2,2,3,2,5,2,4,3,4,4
Asus Tuf Gaming F15 Fx506Hf,3.0,Nvidia GeForce RTX 2050,FreeDos,8,11400H,15.6,3200,Black,asus,34799,512,2,3,3,4,3,3,3,3,3,3
Dell Latitude 3540,3.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,3200,Grey,dell,26057,1024,1,3,3,2,2,1,4,3,3,3
Dell Latitude 3540,3.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,dell,30449,1024,2,3,1,2,3,2,3,4,2,3
Hp 255 G9,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,hp,21599,512,2,2,2,3,5,3,3,3,3,2
Lenovo Ideapad 3 15Iau7,1.5,Shared,Windows 11 Pro,24,Intel Core i3,15.6,3200,Grey,lenovo,27271,1024,3,3,3,3,3,2,2,2,3,3
Acer Extensa 15 Ex215,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,acer,27450,512,2,2,2,3,2,2,5,3,2,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,44659,1024,2,3,3,4,1,2,2,3,2,4
Lenovo Yoga 7,1.5,Shared,Windows 11 Home,16,Intel Core i7,16.0,5200,Grey,lenovo,68999,1024,3,3,5,3,4,3,1,4,3,3
Lenovo Ideapad Gaming 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,30379,1024,2,3,4,3,3,3,4,3,2,4
Asus Vivobook 15,1.5,Intel UHD Graphics,Windows 11 Home,12,Intel Core i3,15.6,3200,Navy Blue,asus,15499,512,2,3,4,3,4,2,2,4,3,3
Lenovo Ideapad 3,1.5,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i3,15.6,2666,Metallic Grey,lenovo,14499,512,1,2,3,2,4,3,2,4,3,3
Msi Modern 15 B12Mo,1.0,Intel Iris Xe Graphics,Windows 10 Pro,8,Intel Core i5,15.6,3200,Black,msi,27200,512,2,4,3,3,3,3,4,3,2,2
Lenovo Ideapad Gaming 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Black,lenovo,29889,512,3,3,5,3,3,3,4,4,4,2
Dell Latitude 3450,1.0,Intel HD Graphics,Windows 11 Pro,16,Intel Core i5,14.0,5600,"Dark Gray, Black",dell,30000,256,3,4,3,2,3,4,4,4,4,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i5,15.6,3200,Black,casper,50599,1024,2,2,4,3,3,4,2,4,2,1
Dell Latitude 5540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,53650,512,3,4,3,4,5,3,4,2,3,3
Dell Latitude 3540,3.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Grey,dell,28745,512,3,3,3,2,2,2,2,4,2,3
Lenovo Ideapad 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,17499,512,2,3,2,4,1,4,3,4,4,3
Dell Nb Vostro 3520 N2062Pvnb3520U,1.0,Intel Iris Xe Graphics,FreeDos,8,1135G7,15.6,2666,"Dark Gray, Black",dell,17819,256,4,3,3,3,2,2,4,4,2,4
Dell Latitude 3550 N010L355015U08,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,5600,Dark Grey,dell,41553,512,2,4,3,2,5,3,3,3,2,2
Dell Latitude 3540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,15.6,3200,Black,dell,34270,256,3,4,3,4,5,3,3,3,4,5
Hp 255 G9,1.0,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,hp,20806,512,2,4,3,3,2,3,1,3,4,2
Lenovo Ideapad Gaming 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,28419,512,3,3,4,2,4,3,4,3,3,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,49499,1024,2,3,3,3,4,2,4,4,5,1
Lenovo V15 G4,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Black,lenovo,25690,1024,4,3,3,4,3,2,4,3,4,2
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i5,15.6,3200,Black,casper,43559,1024,3,4,2,1,3,3,4,4,4,3
Acer Aspire Lite Al16 51P,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,1235U,16.0,4800,Grey,acer,24399,1024,3,4,3,3,3,2,3,4,2,1
Hp 255 G9,1.5,AMD Radeon Graphics,FreeDos,32,AMD Ryzen 7,15.6,3200,Grey,hp,23999,512,5,2,3,2,5,2,4,3,2,4
Lenovo Ideapad 3,1.5,Shared,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,18999,512,1,2,3,2,5,2,4,4,2,3
Asus Vivobook 15,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i7,15.6,3200,Navy Blue,asus,29999,512,2,3,4,3,4,2,2,3,3,2
Lenovo Ideapad 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,16749,256,1,4,3,3,2,3,2,4,4,4
Asus Tuf Gaming A15 Fa507Nu,3.0,Nvidia GeForce RTX 4050,FreeDos,8,AMD Ryzen 7,15.6,4800,Grey,asus,45799,512,3,1,3,3,1,3,2,2,2,4
Lenovo Ideapad Gaming 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,33319,2048,3,2,3,3,2,3,1,3,3,3
Dell Vostro 3520 N1611Pvnb3520U09,1.0,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,15.6,3200,Dark Grey,dell,18897,512,4,3,2,2,3,3,3,4,3,4
Dell Vostro 3520,1.5,Shared,Windows 11 Pro,16,1235U,15.6,3200,Black,dell,20660,512,2,3,4,2,4,4,2,3,3,2
Hp 250 G10,1.5,Intel UHD Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,hp,31999,1024,2,4,3,2,4,3,3,4,3,2
Dell 3530,1.0,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Black,dell,26701,2048,2,3,4,3,2,5,2,3,2,3
Msi Katana 15 B13Vgk,3.0,Nvidia GeForce RTX 4070,Windows 10 Pro,64,Intel Core i7,15.6,5600,Black,msi,94399,1024,3,3,2,2,2,2,3,4,3,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,32,Intel Core i5,15.6,3200,Black,casper,46199,1024,3,4,1,4,3,4,3,1,4,4
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,16,Intel Core i5,15.6,3200,Black,casper,43999,1024,3,1,3,3,3,2,4,4,3,4
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,44659,1024,2,2,2,4,3,2,1,3,2,4
Dell Latitude 3550 N010L355015U10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Dark Grey,dell,46009,512,2,4,4,4,4,2,3,2,2,4
Hp Probook 450 G10,1.0,Intel Iris Xe Graphics,FreeDos,8,Intel Core i7,15.6,3200,Silver,hp,34789,512,2,3,1,4,3,3,4,5,3,2
Lenovo V15 G4,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,4800,Black,lenovo,19749,1024,3,3,1,2,5,2,2,4,1,4
Dell Nb Latitude N047L354015 W,3.0,Intel Iris Xe Graphics,Windows 11 Pro,16,1235U,15.6,3200,Black,dell,32299,512,2,3,3,3,3,3,4,4,3,5
Lenovo Ideapad Duet 5 12Iru8,1.5,Shared,Windows 11 Home,8,Intel Core i5,12.4,4266,Grey,lenovo,44569,256,3,3,3,3,3,2,4,4,2,3
Hp 250 G8,1.0,Intel Iris Xe Graphics,Windows 11 Home,8,Intel Core i5,15.6,3200,Grey,hp,17990,256,4,2,4,4,5,3,3,3,4,2
Casper Nirvana X600 1235,1.5,Shared,Windows 11 Pro,32,Intel Core i5,15.6,3200,Grey,casper,21590,512,3,4,4,3,1,3,4,2,3,2
Hp 250 G8,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Grey,hp,28159,256,3,3,3,2,3,2,3,3,3,4
Dell Vostro 3510,1.5,Intel UHD Graphics 610,Linux,8,Intel Core i3,15.6,2666,Black,dell,17478,256,3,4,3,2,2,3,3,2,3,3
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,49499,1024,2,2,2,4,3,3,4,4,4,3
Asus Tuf Gaming F15 Fx507Zc4,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,32999,512,2,4,3,3,4,3,2,4,2,3
Acer Aspire Lite Al16 51P,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,1235U,16.0,4800,Grey,acer,22499,512,3,1,2,4,3,4,3,5,3,2
Msi Katana 17 B13Vfk,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,17.3,5600,Black,msi,87999,1024,4,3,2,2,2,2,4,3,2,4
Asus Vivobook 15 X1502Za,1.5,Intel Iris Xe Graphics,Windows 11 Home,8,1235U,15.6,3200,Grey,asus,19999,512,3,4,3,3,5,3,3,4,2,4
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,47299,1024,3,3,3,3,3,3,3,4,2,2
Casper Excalibur G770 1245,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,64,Intel Core i5,15.6,3200,Black,casper,49829,1024,2,2,2,3,4,2,4,5,3,2
Asus Vivobook 15 X1504Za,1.5,Shared,Windows 11 Pro,24,Intel Core i3,15.6,3200,Silver,asus,20990,1024,1,3,3,2,2,2,5,2,2,2
Msi Modern 15 B12Mo,1.0,Intel Iris Xe Graphics,Windows 10 Pro,8,Intel Core i5,15.6,3200,Black,msi,30799,1024,3,3,1,2,2,4,4,5,2,4
Lenovo Loq,3.0,Nvidia GeForce RTX 4050,FreeDos,24,12450H,15.6,4800,Black,lenovo,37999,512,3,2,4,2,1,4,3,4,2,3
Hp 250 G9,1.5,Shared,FreeDos,8,Intel Core i3,15.6,3200,Grey,hp,12980,512,4,3,4,2,3,3,4,5,3,3
Hp 15S Eq2006Nt,1.0,AMD Radeon Graphics,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Black,hp,19999,1024,2,4,4,4,4,2,3,4,3,3
Dell Xps 13 9315,1.5,Shared,Windows 11 Pro,16,Intel Core i7,13.4,5200,Silver,dell,52662,512,3,2,4,3,5,2,3,3,3,2
Lenovo Ideapad Slim 3,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,4800,Grey,lenovo,37244,1024,2,4,1,4,2,1,3,2,3,3
Asus Vivobook 16X K3605Zc,1.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,34549,512,3,3,4,4,4,1,2,3,3,3
Casper Nirvana X600,1.0,Shared,FreeDos,32,AMD Ryzen 5,15.6,3200,Grey,casper,19099,1024,3,2,2,3,3,3,3,3,2,3
Hp 250 G9,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,3200,Grey,hp,29399,2048,2,3,3,2,3,3,3,4,2,4
Asus Rog Strix G16 G614Jva34,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,16.0,4800,Grey,asus,88650,1024,2,2,2,3,4,4,3,4,2,4
Dell Latitude 5440,1.0,Shared,Ubuntu,16,Intel Core i5,14.0,3200,Grey,dell,35169,512,3,2,2,2,3,3,5,3,2,3
Lenovo Ideapad Slim 3,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,4800,Grey,lenovo,37999,512,2,3,3,4,2,3,4,1,2,3
Lenovo Thinkbook Thinkbook 16P G5,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i9,16.0,5600,Metallic Grey,lenovo,107309,4096,4,4,2,2,4,4,3,4,3,3
Asus Tuf Gaming F15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,24,Intel Core i5,16.6,3200,"Black, Grey",asus,35299,512,3,3,1,4,4,2,4,4,2,4
Msi Vector 16 Hx,3.0,Nvidia GeForce RTX 5080,Windows 11 Home,32,Intel Core Ultra 9,16.0,6400,Grey,msi,157699,1024,2,4,4,3,2,2,3,3,3,2
Lenovo V15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Black,lenovo,27733,512,4,2,3,2,3,3,3,4,3,4
Monster Abra A7 V15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,13620H,17.3,3200,Black,monster,39000,500,3,3,2,3,2,2,5,3,2,3
Dell Precision M7780 Xctop7780Emea,1.5,Quadro RTX 5000,Windows 11 Pro,32,Intel Core i9,17.0,5600,Grey,dell,215544,512,3,2,4,4,3,2,3,2,3,5
Hp Probook X360 435,1.5,Shared,Windows 10 Pro,8,AMD Ryzen 3,13.0,3200,Silver,hp,30404,256,3,3,3,4,3,3,2,3,2,2
Dell Inspiron 16 5620,1.5,Intel Iris Xe Graphics,Ubuntu,16,Intel Core i5,16.0,3200,Silver,dell,25899,512,4,3,3,3,3,2,2,4,3,3
Monster Tulpar T5 V23,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,monster,54499,1024,3,3,4,3,5,1,4,3,3,1
Lenovo V15 83A1008Xtr09,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,23671,512,3,2,2,2,2,2,2,3,4,3
Hp 15S Eq2000Nt,3.0,AMD Radeon Graphics,Windows 11 Home,32,AMD Ryzen 7,15.6,3200,Metallic Grey,hp,24529,1024,2,1,4,3,4,3,2,4,2,3
Acer Nitro V 15,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,4800,Metallic Black,acer,47137,1024,4,4,4,3,5,2,3,3,3,3
Lenovo Thinkpad P16 Gen,2.0,Nvidia RTX 5000 ADA,Windows 11 Pro,192,Intel Core i9,16.0,5600,Grey,lenovo,399950,8192,4,3,3,3,3,3,3,4,3,4
Lenovo Loq 15Irx9,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,4800,Metallic Grey,lenovo,67619,2048,3,2,3,2,5,3,3,2,3,3
Lenovo V15 G4,1.0,Intel Iris Xe Graphics,FreeDos,8,13420H,15.6,3200,Black,lenovo,22796,512,2,5,3,3,3,3,3,5,3,3
Lenovo Thinkpad E14 Gen,3.0,Shared,Windows 11 Pro,32,Intel Core Ultra 5,14.0,1066,Black,lenovo,41862,1024,3,3,3,1,3,3,4,3,2,2
Lenovo Legion 9 16Irx8,3.0,Nvidia GeForce RTX 4080,FreeDos,32,Intel Core i9,16.0,6400,Black,lenovo,197998,1024,4,2,2,1,2,2,3,2,3,2
Lenovo Thinkpad E14 Gen5,3.0,Shared,FreeDos,32,Intel Core i5,14.0,3200,Black,lenovo,37985,512,2,4,5,2,4,2,2,4,3,2
Dell Latitude 3540,1.5,Intel Iris Xe Graphics,Windows 11 Home,20,Intel Core i5,15.6,3200,Black,dell,32983,512,4,3,2,3,2,2,3,3,2,4
Dell Vostro 3530,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,dell,34263,1024,3,2,3,3,3,3,2,3,3,4
Asus Vivobook 15 X1504Za,1.5,Intel Iris Xe Graphics,FreeDos,24,Intel Core i5,15.6,3200,Silver,asus,23699,1024,2,2,5,4,5,2,2,4,3,3
Hp 250 G9,1.0,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,15.6,3200,Grey,hp,24399,512,4,4,2,3,3,3,2,4,3,2
Msi Cyborg 15 A13Vfa39,1.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,4800,Black,msi,59503,2048,4,4,4,4,3,3,5,5,2,4
Asus Tuf Gaming A15 Fa507Nvra79,3.0,Nvidia GeForce RTX 4060,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,asus,56227,512,3,4,3,2,3,2,1,2,4,3
Dell Gaming G15 5530,3.0,Nvidia GeForce RTX 4060,Windows 10 Home,16,Intel Core i7,15.6,4800,Black,dell,56772,1024,3,3,2,4,4,3,3,4,2,4
Hp 250 G10,1.5,Nvidia GeForce MX550,FreeDos,32,Intel Core i5,15.6,3200,Grey,hp,28999,1024,4,2,2,4,3,2,2,3,3,3
Dell Inspiron 3520,1.5,Intel UHD Graphics,Ubuntu,16,Intel Core i7,15.6,3200,Black,dell,22670,512,3,3,4,5,3,3,3,4,4,3
Asus Tuf Gaming F15 Fx507Zc4,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,asus,34919,512,3,2,5,2,3,2,4,3,3,3
Monster Tulpar T7 V20,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,17.3,3200,Black,monster,62199,1024,3,3,2,2,2,2,3,4,3,3
Dell Inspiron 3520 I5,3.0,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,2666,Black,dell,19589,1024,2,3,3,3,2,3,5,4,4,4
Asus Expertbook P1 P1403,1.0,Intel UHD Graphics,Windows 11 Pro,32,Intel Core i7,14.0,5600,Metallic Grey,asus,40375,1024,3,3,2,2,3,4,2,3,4,3
Msi Cyborg 15 A13Vf,1.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,5200,Black,msi,53799,512,3,2,2,4,3,3,4,3,2,2
Casper Nirvana C550 1235,1.5,Shared,Windows 11 Home,16,Intel Core i5,15.6,3200,Dark Grey,casper,18166,512,2,3,3,4,2,2,3,4,3,1
Lenovo Ideapad,1.5,AMD Radeon Graphics,FreeDos,16,AMD Ryzen 7,15.6,3200,Grey,lenovo,18065,256,3,2,3,3,3,3,2,5,4,4
Lenovo Nb V15 82Yu0123Tx,1.5,AMD RX550 2 GB,Android,1,4600H,10.0,1066,"Gold, Black",lenovo,16999,1024,2,1,3,4,2,2,2,3,2,3
Lenovo Ideapad 1,1.0,Shared,Windows 11 Home,4,Intel Celeron,15.6,1066,Grey,lenovo,9399,128,3,4,4,3,3,2,4,1,3,3
Asus Vivobook 15 X1504Va,1.0,Intel UHD Graphics,Windows 11 Home,8,Intel Core i7,15.6,3200,Dark Blue,asus,25499,512,2,3,3,2,4,2,3,2,3,3
Hp 255 G9,1.0,Shared,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Grey,hp,19042,256,5,3,3,1,3,3,1,2,4,3
Asus Tuf Gaming A15 Fa507Nura14,3.0,Nvidia GeForce RTX 4050,FreeDos,32,AMD Ryzen 7,15.6,4800,Black,asus,46008,1024,4,2,4,4,3,3,3,3,3,3
Asus Tuf Gaming A15 Fa506Nf,3.0,Nvidia GeForce RTX 2050,FreeDos,16,AMD Ryzen 5,15.6,5600,Black,asus,33999,1024,4,4,3,2,3,3,2,4,3,3
Msi Cyborg 15 A13Vea79,1.0,Nvidia GeForce RTX 4050,FreeDos,32,Intel Core i7,15.6,4800,Black,msi,52494,512,3,4,4,3,4,2,3,3,1,3
Acer Nitro 5 Anv15,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,5600,Black,acer,30787,512,3,3,3,2,3,2,2,4,2,3
Acer Extensa 15,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,"Grey, Black",acer,22298,512,3,3,3,2,2,3,2,3,3,2
Msi Raider 18 Hx,3.0,Nvidia GeForce RTX 5090,Windows 11 Home,64,Intel Core Ultra 9,18.0,6400,Black,msi,271499,4096,3,3,3,3,2,4,3,4,4,3
Acer Aspire 5 A515,1.5,Intel UHD Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,"Dark Grey, Black",acer,20599,512,2,2,2,2,2,2,2,2,2,3
Msi Cyborg 15,1.5,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,5200,Black,msi,62915,1024,4,4,3,2,3,4,3,4,3,3
Asus Vivobook 15 X1504Va,1.0,Intel UHD Graphics,FreeDos,24,Intel Core i5,15.6,3200,Silver,asus,17999,512,3,2,3,3,2,2,3,4,3,4
Monster Abra A7 V16,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,64,Intel Core i7,17.3,4800,Black,monster,62099,1024,4,2,2,3,2,2,3,2,3,2
Lenovo V15,1.0,AMD Radeon Graphics,Windows 11 Home,16,AMD Ryzen 5,15.6,5500,Black,lenovo,20999,1024,3,4,3,3,3,2,2,3,3,3
