Laptop Name,Weight,Graphic Card,Operating System,RAM,CPU,Screen Size,Memory Speed,Color,Brand,Price,Storage,CPU Rank,Graphic Card Rank,RAM Rank,Storage Rank,Memory Speed Rank,Screen Size Rank,Weight Rank,Brand Rank,Operating System Rank,Color Rank
LENOVO V15 GEN2,1.5,Shared,Windows 11 Pro,16,Intel Core i7,15.6,3200,"Dark Grey, Black",lenovo,29000,1024,5,1,5,2,3,3,4,5,4,1
ACER ASPIRE 3 A315 44P,1.5,AMD Radeon Graphics,Windows 11 Home,16,AMD Ryzen 5,15.6,3200,Grey,acer,16999,512,5,2,1,1,3,3,5,3,4,3
LENOVO THINKPAD E14 GEN 5,1.5,Shared,Windows 11 Pro,16,Intel Core i5,14.0,3200,Black,lenovo,31999,512,3,1,4,5,1,5,5,5,5,3
LENOVO V15,1.5,AMD Radeon Graphics,Windows 11 Home,40,AMD Ryzen 7,15.6,3200,Black,lenovo,29371,1024,1,3,2,1,2,3,3,5,4,3
LENOVO THINKPAD E16 GEN 1,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,16.0,3200,Black,lenovo,30831,512,5,5,5,5,1,1,2,5,5,5
LENOVO IDEAPAD 1 15ALC7,1.5,Shared,FreeDos,8,AMD Ryzen 5,15.6,3200,Grey,lenovo,13700,512,5,2,5,5,3,1,4,4,3,4
LENOVO IDEAPAD 3 17ALC6,3.0,AMD Radeon Graphics,FreeDos,20,AMD Ryzen 7,17.3,3200,Grey,lenovo,25349,512,5,3,1,3,1,5,5,5,4,4
HP 250 G9,1.0,Shared,FreeDos,8,Intel Core i5,15.6,3200,Grey,hp,16421,512,4,1,4,3,1,1,5,3,1,4
HP 15 FD1002NT 9Y8Y7EA,1.5,Intel HD Graphics,FreeDos,16,Intel Core i7,15.6,3200,Grey,hp,33549,512,5,5,5,3,4,4,5,2,3,1
HP 250 G10,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Silver,hp,35671,1024,3,1,1,5,4,2,5,5,3,3
ASUS ROG STRIX G16,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i9,16.0,5600,Black,asus,102551,1024,1,5,1,3,2,4,4,5,3,5
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Black,dell,27500,512,3,5,1,3,4,4,5,4,1,5
ASUS VIVOBOOK GO 15,1.0,Intel UHD Graphics,FreeDos,8,Intel Core i3,15.6,3200,Black,asus,11327,128,1,5,5,1,3,5,5,2,5,4
MONSTER ABRA A5 V21 3 4,1.5,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,39998,1024,1,1,4,1,3,1,4,5,5,1
HP 15 FC0003NT,3.0,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 3,15.6,6400,Black,hp,10499,256,4,4,4,5,5,3,5,2,1,4
HUAWEI MATEBOOK D15,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i3,15.6,3733,Grey,huawei,25000,256,4,4,4,5,3,2,5,1,5,2
MONSTER ABRA A5 V20 4,3.0,Nvidia GeForce RTX 4050,FreeDos,16,Intel Core i5,15.6,3200,Black,monster,37199,500,5,2,1,5,1,4,5,1,4,3
DELL VOSTRO 3520 N1614PVNB3520U06,1.5,Intel UHD Graphics,FreeDos,16,Intel Core i3,15.6,3200,Black,dell,15999,1024,4,4,4,5,1,2,5,4,4,4
ASUS ASUSVIVOBOOK E1504,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i3,15.6,3200,Silver,asus,12869,256,1,1,5,5,5,2,5,5,3,3
DELL INSPIRON 3520,3.0,Intel UHD Graphics,FreeDos,16,Intel Core i7,15.6,3200,Grey,dell,23292,512,4,1,1,5,5,1,5,5,1,4
CASPER NIRVANA X600 1270 BF00A G F,1.5,Shared,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,casper,26499,1024,3,4,5,5,1,1,5,4,5,4
LENOVO THINKPAD E14 GEN 5,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,14.0,3200,Black,lenovo,39300,512,1,4,2,5,1,1,4,4,2,5
DELL GAMING G15 5530,3.0,Nvidia GeForce RTX 4060,Ubuntu,32,Intel Core i7,15.6,4800,Black,dell,57772,1024,4,5,3,1,4,4,4,5,5,1
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i5,15.6,3200,Black,dell,24799,1024,4,3,1,2,1,5,4,4,4,3
ASUS VIVOBOOK 15 X1504VA NJ1422 03,1.0,Intel UHD Graphics,FreeDos,16,Intel Core i5,15.6,3200,Silver,asus,19199,512,5,2,1,5,5,5,4,3,4,5
LENOVO IDEAPAD SLIM 3 15IAH8,1.0,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i5,15.6,4800,Grey,lenovo,17149,512,4,2,2,5,3,5,4,4,3,4
ASUS VIVOBOOK 15 13 NESIL CORE,1.5,Intel Iris Xe Graphics,Windows 11 Home,24,Intel Core i7,15.6,3200,Metallic Grey,asus,30379,1024,1,1,1,2,5,5,3,3,2,5
DELL VOSTRO 3520,1.5,Intel Iris Xe Graphics,FreeDos,8,Intel Core i5,15.6,2666,Grey,dell,16624,512,4,4,5,5,3,1,5,4,5,2
CASPER EXCALIBUR G870 1245 BFG0X B,3.0,Nvidia GeForce RTX 2050,FreeDos,16,Intel Core i5,15.6,3200,Grey,casper,28499,1024,2,2,4,3,3,4,1,1,1,5
HP ENVY X360,1.0,Intel Graphics,Windows 11 Home,16,Intel Core Ultra 5,16.0,6400,Grey,hp,35997,512,5,1,2,3,5,4,5,2,4,2
LENOVO IDEAPAD SLIM 3 12 NESIL CORE,1.5,Intel UHD Graphics,Windows 11 Home,8,Intel Core i5,15.6,4800,Grey,lenovo,18999,512,5,1,2,5,5,3,4,4,4,1
MONSTER ABRA A5 V20 3 5,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,monster,52099,1024,4,1,4,5,5,4,2,4,1,1
ASUS X1504ZA NJ547W,1.5,Intel Iris Xe Graphics,Windows 11 Home,8,Intel Core i5,15.6,3200,Blue,asus,16682,512,5,3,4,3,3,3,5,5,2,4
CASPER EXCALIBUR G870 1270 DXB0R B,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,32,Intel Core i7,15.6,3200,Grey,casper,53984,2048,5,5,1,1,4,3,5,3,5,5
MONSTER ABRA A7 V15 3,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,17.3,3200,Black,monster,36099,500,5,4,4,1,4,2,5,1,5,5
LENOVO V15 G3 IAP,1.5,Intel Iris Xe Graphics,Windows 11 Home,16,Intel Core i5,15.6,3200,Black,lenovo,21999,512,5,5,4,5,2,1,4,5,5,4
LENOVO V15 G3 ABA 82TV009CTX,3.0,AMD Radeon Graphics,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,20889,512,5,4,1,5,3,5,2,5,5,5
MSI TITAN 18 HX DRAGON EDITION NORSE MYTH A2XWJG 272TR,3.0,Nvidia GeForce RTX 5090,Windows 11 Pro,96,Intel Core Ultra 9,18.0,6400,Black,msi,341499,6144,5,2,2,1,1,1,4,1,2,2
CASPER EXCALIBUR G870 1270 DFA0A B,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,casper,49167,1024,4,4,1,5,1,4,5,2,5,3
MONSTER HUMA H5 V4 2 BLACK,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,monster,28999,500,1,1,2,5,3,5,5,1,5,4
DELL 3530,1.0,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,21853,512,4,1,5,5,4,2,3,3,4,5
HP 450 G8,1.5,Intel HD Graphics,Windows 10 Pro,4,Intel Core i3,15.6,2666,Silver,hp,14085,256,1,1,2,3,1,5,5,5,5,2
ASUS VIVOBOOK 15 X1504VA NJ195W P2,3.0,Intel Iris Graphics,Windows 11 Home,16,Intel Core i7,15.6,3200,Grey,asus,29499,1024,1,1,2,5,2,1,4,3,5,2
LENOVO LEGION 9,3.0,Nvidia GeForce RTX 4090,FreeDos,64,Intel Core i9,16.0,5600,Black,lenovo,229999,2048,1,3,4,4,1,4,2,3,1,4
HP PROBOOK 450 G9 969D8ET14,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,3200,Silver,hp,37770,1024,4,5,1,5,3,4,2,5,5,1
LENOVO V15 G3,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,3200,Black,lenovo,30379,1024,4,4,5,1,5,1,5,3,4,4
ACER NITRO 5 NH QFJEY 00A 16 1,3.0,Nvidia GeForce RTX 3050,FreeDos,16,Intel Core i5,15.6,3200,Black,acer,29999,1024,5,1,4,5,5,5,5,5,3,5
HP VICTUS 16 S0022NT,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,16.1,5600,Blue,hp,39999,512,4,4,2,1,2,4,2,5,1,4
LENOVO E15 21E6006YTX,1.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i7,15.6,3200,Black,lenovo,31360,512,3,5,4,5,2,5,5,5,5,4
DELL LATITUDE 3540 N032L354015WP,1.5,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Dark Grey,dell,34572,512,5,1,3,5,5,1,4,3,1,5
LENOVO V15 G3,1.5,Shared,FreeDos,16,AMD Ryzen 7,15.6,3200,Black,lenovo,21326,512,1,2,5,5,4,3,4,4,2,5
ASUS TUF GAMING A15,3.0,Nvidia GeForce RTX 4050,FreeDos,16,AMD Ryzen 7,15.6,4800,Black,asus,48193,512,3,3,2,5,5,2,1,2,2,5
ASUS VIVOBOOK 15 X1504ZA BQ322,1.5,Shared,Windows 11 Pro,16,Intel Core i5,15.6,3200,Navy Blue,asus,25999,2048,5,4,5,2,1,5,4,5,1,4
DELL LATITUDE 3550,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Black,dell,42194,512,5,3,1,3,3,4,4,5,3,2
ASUS TUF GAMING F15 FX506HF HN031,3.0,Nvidia GeForce RTX 2050,FreeDos,8,11400H,15.6,3200,Black,asus,34799,512,4,2,3,5,1,2,4,5,5,5
DELL LATITUDE 3540,3.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,3200,Grey,dell,26057,1024,3,5,1,3,1,5,1,5,4,4
DELL LATITUDE 3540,3.0,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Grey,dell,30449,1024,5,5,4,5,2,1,2,3,4,5
HP 255 G9,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,hp,21599,512,1,4,5,3,5,2,3,5,3,2
LENOVO IDEAPAD 3 15IAU7,1.5,Shared,Windows 11 Pro,24,Intel Core i3,15.6,3200,Grey,lenovo,27271,1024,1,1,1,1,4,2,5,5,2,5
ACER EXTENSA 15 EX215 55,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i7,15.6,3200,Black,acer,27450,512,1,4,2,2,5,4,5,5,3,2
CASPER EXCALIBUR G770 1245 BFJ0X B M1,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,44659,1024,4,4,1,3,5,4,2,1,1,2
LENOVO YOGA 7,1.5,Shared,Windows 11 Home,16,Intel Core i7,16.0,5200,Grey,lenovo,68999,1024,3,1,1,5,5,2,5,3,2,5
LENOVO IDEAPAD GAMING 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,30379,1024,3,5,4,5,1,2,4,3,1,5
ASUS VIVOBOOK 15,1.5,Intel UHD Graphics,Windows 11 Home,12,Intel Core i3,15.6,3200,Navy Blue,asus,15499,512,4,5,5,2,4,4,5,3,3,1
LENOVO IDEAPAD 3,1.5,Intel UHD Graphics,Windows 11 Pro,8,Intel Core i3,15.6,2666,Metallic Grey,lenovo,14499,512,4,3,5,5,4,1,5,5,5,2
MSI MODERN 15 B12MO 624XTRM2,1.0,Intel Iris Xe Graphics,Windows 10 Pro,8,Intel Core i5,15.6,3200,Black,msi,27200,512,5,1,5,5,3,4,5,5,5,1
LENOVO IDEAPAD GAMING 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Black,lenovo,29889,512,2,4,3,1,4,3,5,2,5,1
DELL LATITUDE 3450,1.0,Intel HD Graphics,Windows 11 Pro,16,Intel Core i5,14.0,5600,"Dark Gray, Black",dell,30000,256,5,1,2,5,4,2,5,2,5,3
CASPER EXCALIBUR G770 1245 BFJ0X BM11,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i5,15.6,3200,Black,casper,50599,1024,5,1,1,3,3,4,5,1,5,1
DELL LATITUDE 5540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,dell,53650,512,3,5,2,2,3,5,2,5,3,2
DELL LATITUDE 3540,3.0,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Grey,dell,28745,512,5,4,5,5,3,1,5,4,1,1
LENOVO IDEAPAD 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,17499,512,5,1,4,3,3,1,5,3,5,4
DELL NB VOSTRO 3520 N2062PVNB3520U,1.0,Intel Iris Xe Graphics,FreeDos,8,1135G7,15.6,2666,"Dark Gray, Black",dell,17819,256,5,2,4,5,4,1,4,3,5,1
DELL LATITUDE 3550 N010L355015U08,1.5,Intel Iris Xe Graphics,Windows 11 Pro,16,Intel Core i7,15.6,5600,Dark Grey,dell,41553,512,5,1,2,2,5,4,4,5,4,4
DELL LATITUDE 3540,1.5,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,15.6,3200,Black,dell,34270,256,3,4,5,5,1,1,5,4,2,5
HP 255 G9,1.0,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,hp,20806,512,1,5,3,2,1,3,2,3,2,1
LENOVO IDEAPAD GAMING 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,28419,512,1,4,5,3,1,1,5,4,1,4
CASPER EXCALIBUR G770 1245 BFJ0X B M6,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,49499,1024,2,5,3,3,5,4,5,1,5,2
LENOVO V15 G4 IRU,1.5,Intel UHD Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Black,lenovo,25690,1024,4,5,1,3,1,1,2,2,1,2
CASPER EXCALIBUR G770 1245 BFJ0X B M7,3.0,Nvidia GeForce RTX 3050,FreeDos,32,Intel Core i5,15.6,3200,Black,casper,43559,1024,5,4,3,2,4,2,4,2,1,1
ACER ASPIRE LITE AL16 51P 580H NX KWZEY 001A12,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,1235U,16.0,4800,Grey,acer,24399,1024,3,5,4,5,4,3,5,2,5,4
HP 255 G9,1.5,AMD Radeon Graphics,FreeDos,32,AMD Ryzen 7,15.6,3200,Grey,hp,23999,512,3,5,3,3,1,5,5,1,2,1
LENOVO IDEAPAD 3,1.5,Shared,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,18999,512,4,3,5,5,1,5,5,4,5,3
ASUS VIVOBOOK 15,1.5,Intel UHD Graphics,FreeDos,8,Intel Core i7,15.6,3200,Navy Blue,asus,29999,512,5,5,4,5,5,5,2,5,3,5
LENOVO IDEAPAD 1,1.5,AMD Radeon Graphics,FreeDos,8,AMD Ryzen 7,15.6,3200,Grey,lenovo,16749,256,4,5,3,5,3,1,4,5,1,4
ASUS TUF GAMING A15 FA507NU LP030,3.0,Nvidia GeForce RTX 4050,FreeDos,8,AMD Ryzen 7,15.6,4800,Grey,asus,45799,512,1,5,5,2,1,1,5,5,3,4
LENOVO IDEAPAD GAMING 3,1.5,Nvidia GeForce RTX 2050,Windows 11 Pro,16,AMD Ryzen 5,15.6,3200,Black,lenovo,33319,2048,5,4,1,4,1,1,2,4,3,1
DELL VOSTRO 3520 N1611PVNB3520U09,1.0,Intel Iris Xe Graphics,Windows 11 Pro,8,Intel Core i5,15.6,3200,Dark Grey,dell,18897,512,5,4,3,5,4,4,5,5,4,1
DELL VOSTRO 3520,1.5,Shared,Windows 11 Pro,16,1235U,15.6,3200,Black,dell,20660,512,4,1,5,3,3,3,5,5,2,2
HP 250 G10 8A542EA,1.5,Intel UHD Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Grey,hp,31999,1024,1,1,1,1,1,5,5,2,1,5
DELL 3530,1.0,Shared,Windows 11 Pro,8,Intel Core i5,15.6,3200,Black,dell,26701,2048,3,4,4,5,1,5,5,5,1,5
MSI KATANA 15 B13VGK 1874XTRM7,3.0,Nvidia GeForce RTX 4070,Windows 10 Pro,64,Intel Core i7,15.6,5600,Black,msi,94399,1024,1,1,1,5,1,5,4,4,5,5
CASPER EXCALIBUR G770 1245 BFJ0X B M5,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,32,Intel Core i5,15.6,3200,Black,casper,46199,1024,5,4,1,3,1,1,4,3,1,2
CASPER EXCALIBUR G770 1245 BFJ0X B M2,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,16,Intel Core i5,15.6,3200,Black,casper,43999,1024,5,1,4,3,2,5,2,4,5,4
CASPER EXCALIBUR G770 1245 BFJ0X BM25,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,casper,44659,1024,5,1,5,3,5,5,1,2,1,1
DELL LATITUDE 3550 N010L355015U10,1.5,Intel Iris Xe Graphics,Windows 11 Pro,32,Intel Core i7,15.6,5600,Dark Grey,dell,46009,512,4,1,4,5,1,5,5,5,1,3
HP PROBOOK 450 G10 9G1G3ET,1.0,Intel Iris Xe Graphics,FreeDos,8,Intel Core i7,15.6,3200,Silver,hp,34789,512,5,1,5,5,1,5,4,2,2,3
LENOVO V15 G4 AMN,1.5,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 5,15.6,4800,Black,lenovo,19749,1024,2,2,2,2,5,1,2,4,3,4
DELL NB LATITUDE N047L354015 W,3.0,Intel Iris Xe Graphics,Windows 11 Pro,16,1235U,15.6,3200,Black,dell,32299,512,5,2,4,5,5,4,5,5,2,4
LENOVO IDEAPAD DUET 5 12IRU8,1.5,Shared,Windows 11 Home,8,Intel Core i5,12.4,4266,Grey,lenovo,44569,256,5,2,5,5,5,1,2,5,1,1
HP 250 G8 854F4ES,1.0,Intel Iris Xe Graphics,Windows 11 Home,8,Intel Core i5,15.6,3200,Grey,hp,17990,256,4,3,3,4,3,1,2,2,1,5
CASPER NIRVANA X600 1235 8U00X G F,1.5,Shared,Windows 11 Pro,32,Intel Core i5,15.6,3200,Grey,casper,21590,512,5,3,5,5,2,1,4,2,2,1
HP 250 G8,1.5,Intel Iris Xe Graphics,FreeDos,16,Intel Core i5,15.6,3200,Grey,hp,28159,256,5,3,2,5,1,5,5,1,4,4
DELL VOSTRO 3510,1.5,Intel UHD Graphics 610,Linux,8,Intel Core i3,15.6,2666,Black,dell,17478,256,3,4,4,5,5,2,5,2,5,1
CASPER EXCALIBUR G770 1245 BFJ0X BM26,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,32,Intel Core i5,15.6,3200,Black,casper,49499,1024,5,2,1,2,2,4,2,1,4,2
ASUS TUF GAMING F15 FX507ZC4 HN363,3.0,Nvidia GeForce RTX 3050,FreeDos,8,Intel Core i5,15.6,3200,Grey,asus,32999,512,5,2,4,5,1,1,2,5,3,5
ACER ASPIRE LITE AL16 51P 580H NX KWZEY 001A11,1.0,Intel Iris Xe Graphics,Windows 11 Pro,32,1235U,16.0,4800,Grey,acer,22499,512,5,2,1,1,5,2,4,5,2,5
MSI KATANA 17 B13VFK 1037XTRM8,3.0,Nvidia GeForce RTX 4060,Windows 11 Pro,64,Intel Core i7,17.3,5600,Black,msi,87999,1024,1,4,2,5,2,4,4,5,4,5
ASUS VIVOBOOK 15 X1502ZA EJ031W 12 NESIL CORE,1.5,Intel Iris Xe Graphics,Windows 11 Home,8,1235U,15.6,3200,Grey,asus,19999,512,3,2,3,5,3,2,4,5,5,1
CASPER EXCALIBUR G770 1245 BFJ0X BM8,3.0,Nvidia GeForce RTX 3050,FreeDos,64,Intel Core i5,15.6,3200,Black,casper,47299,1024,5,3,1,5,4,3,5,2,2,3
CASPER EXCALIBUR G770 1245 BFJ0X BM10,3.0,Nvidia GeForce RTX 3050,Windows 10 Pro,64,Intel Core i5,15.6,3200,Black,casper,49829,1024,4,4,4,5,4,1,5,1,4,5
ASUS VIVOBOOK 15 X1504ZA BQ450,1.5,Shared,Windows 11 Pro,24,Intel Core i3,15.6,3200,Silver,asus,20990,1024,5,1,2,2,1,5,5,5,3,5
MSI MODERN 15 B12MO 624XTRM5,1.0,Intel Iris Xe Graphics,Windows 10 Pro,8,Intel Core i5,15.6,3200,Black,msi,30799,1024,5,5,5,5,5,3,3,5,5,2
LENOVO LOQ,3.0,Nvidia GeForce RTX 4050,FreeDos,24,12450H,15.6,4800,Black,lenovo,37999,512,1,2,1,5,2,2,2,5,5,5
HP 250 G9 9V1N0AT,1.5,Shared,FreeDos,8,Intel Core i3,15.6,3200,Grey,hp,12980,512,3,4,5,2,3,1,5,5,1,2
HP 15S EQ2006NT,1.0,AMD Radeon Graphics,Windows 11 Pro,32,AMD Ryzen 5,15.6,3200,Black,hp,19999,1024,5,1,1,5,1,1,5,3,5,1
DELL XPS 13 9315,1.5,Shared,Windows 11 Pro,16,Intel Core i7,13.4,5200,Silver,dell,52662,512,1,1,4,1,3,1,4,5,2,5
LENOVO IDEAPAD SLIM 3,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,4800,Grey,lenovo,37244,1024,1,2,2,3,1,2,5,5,4,4
ASUS VIVOBOOK 16X K3605ZC N1354W02,1.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,Intel Core i5,16.0,3200,Black,asus,34549,512,3,1,2,5,1,4,5,3,1,5
CASPER NIRVANA X600,1.0,Shared,FreeDos,32,AMD Ryzen 5,15.6,3200,Grey,casper,19099,1024,5,1,3,3,3,1,4,1,1,3
HP 250 G9,1.0,Intel Iris Xe Graphics,FreeDos,32,Intel Core i5,15.6,3200,Grey,hp,29399,2048,3,1,1,1,1,1,5,1,4,4
ASUS ROG STRIX G16 G614JVA34 N3159A73,3.0,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,16.0,4800,Grey,asus,88650,1024,3,1,1,5,5,5,5,5,1,5
DELL LATITUDE 5440,1.0,Shared,Ubuntu,16,Intel Core i5,14.0,3200,Grey,dell,35169,512,5,4,4,3,1,1,5,4,3,4
LENOVO IDEAPAD SLIM 3,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i7,15.6,4800,Grey,lenovo,37999,512,3,1,1,3,5,1,5,5,2,1
LENOVO THINKBOOK THINKBOOK 16P G5 IRX,3.0,Nvidia GeForce RTX 4060,FreeDos,64,Intel Core i9,16.0,5600,Metallic Grey,lenovo,107309,4096,1,2,3,1,5,3,5,3,2,1
ASUS TUF GAMING F15,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,24,Intel Core i5,16.6,3200,"Black, Grey",asus,35299,512,2,2,3,5,5,2,2,3,5,4
MSI VECTOR 16 HX AI A2XWIG 089TR,3.0,Nvidia GeForce RTX 5080,Windows 11 Home,32,Intel Core Ultra 9,16.0,6400,Grey,msi,157699,1024,4,1,1,2,1,1,4,5,5,5
LENOVO V15,1.5,Intel Iris Xe Graphics,Windows 11 Pro,24,Intel Core i5,15.6,3200,Black,lenovo,27733,512,5,4,3,5,1,5,4,4,5,4
MONSTER ABRA A7 V15 3 3,3.0,Nvidia GeForce RTX 3050,Windows 11 Home,16,13620H,17.3,3200,Black,monster,39000,500,3,1,4,2,1,3,5,1,3,2
DELL PRECISION M7780 XCTOP7780EMEA VP 2,1.5,Quadro RTX 5000,Windows 11 Pro,32,Intel Core i9,17.0,5600,Grey,dell,215544,512,1,4,3,5,1,1,4,5,5,1
HP PROBOOK X360 435 G7,1.5,Shared,Windows 10 Pro,8,AMD Ryzen 3,13.0,3200,Silver,hp,30404,256,4,1,4,5,5,5,5,3,5,5
DELL INSPIRON 16 5620,1.5,Intel Iris Xe Graphics,Ubuntu,16,Intel Core i5,16.0,3200,Silver,dell,25899,512,5,5,2,2,2,5,5,4,1,3
MONSTER TULPAR T5 V23 4 5,1.5,Nvidia GeForce RTX 4060,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,monster,54499,1024,4,4,4,5,1,5,4,1,3,1
LENOVO V15 83A1008XTR09,1.5,Intel UHD Graphics,Windows 11 Pro,16,Intel Core i5,15.6,3200,Black,lenovo,23671,512,4,5,5,5,3,1,3,4,5,1
HP 15S EQ2000NT,3.0,AMD Radeon Graphics,Windows 11 Home,32,AMD Ryzen 7,15.6,3200,Metallic Grey,hp,24529,1024,1,3,3,5,2,5,5,5,4,4
ACER NITRO V 15,3.0,Nvidia GeForce RTX 4050,Windows 11 Home,16,Intel Core i5,15.6,4800,Metallic Black,acer,47137,1024,2,5,1,5,1,2,5,3,1,1
LENOVO THINKPAD P16 GEN 2,2.0,Nvidia RTX 5000 ADA,Windows 11 Pro,192,Intel Core i9,16.0,5600,Grey,lenovo,399950,8192,4,2,3,1,5,1,1,4,5,5
LENOVO LOQ 15IRX9,3.0,Nvidia GeForce RTX 3050,Windows 11 Pro,64,Intel Core i7,15.6,4800,Metallic Grey,lenovo,67619,2048,1,3,1,2,1,4,2,4,1,5
LENOVO V15 G4 IRU 83A10096TR,1.0,Intel Iris Xe Graphics,FreeDos,8,13420H,15.6,3200,Black,lenovo,22796,512,4,4,3,5,2,5,4,5,2,1
LENOVO THINKPAD E14 GEN 6 ULTRA 5 125U 32 GB RAM 1 TB SSD 14,3.0,Shared,Windows 11 Pro,32,Intel Core Ultra 5,14.0,1066,Black,lenovo,41862,1024,1,3,1,1,3,4,2,5,5,2
LENOVO LEGION 9 16IRX8,3.0,Nvidia GeForce RTX 4080,FreeDos,32,Intel Core i9,16.0,6400,Black,lenovo,197998,1024,1,1,4,5,5,2,4,2,5,1
LENOVO THINKPAD E14 GEN5,3.0,Shared,FreeDos,32,Intel Core i5,14.0,3200,Black,lenovo,37985,512,2,4,4,5,5,2,2,3,2,1
DELL LATITUDE 3540,1.5,Intel Iris Xe Graphics,Windows 11 Home,20,Intel Core i5,15.6,3200,Black,dell,32983,512,5,3,1,5,1,3,5,4,4,4
DELL VOSTRO 3530,1.0,Intel Iris Xe Graphics,Windows 11 Home,32,Intel Core i7,15.6,3200,Black,dell,34263,1024,3,2,1,3,4,2,4,5,2,5
ASUS VIVOBOOK 15 X1504ZA BQ451A5,1.5,Intel Iris Xe Graphics,FreeDos,24,Intel Core i5,15.6,3200,Silver,asus,23699,1024,4,3,1,5,5,5,5,2,1,1
HP 250 G9 6Q8N3ESTK12,1.0,AMD Radeon Graphics,Windows 11 Pro,16,AMD Ryzen 7,15.6,3200,Grey,hp,24399,512,1,2,4,5,2,2,2,3,4,4
MSI CYBORG 15 A13VFA39 892XTRA39,1.0,Nvidia GeForce RTX 4060,FreeDos,32,Intel Core i7,15.6,4800,Black,msi,59503,2048,1,1,1,4,2,1,3,5,1,3
